,ID,YR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,RACE,GENDER,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
7045,8479,1994,61,IN THE US,BLACK,FEMALE,1980,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,-3,1: URBAN,12,2,19,Yes,ADULT ONLY,0,32000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,0,7667,3: OUT OF LABOR FORCE,
7046,8480,1994,62,IN THE US,BLACK,FEMALE,1982,Yes,3,18660,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,11,2,19,Yes,BOTH CHILD AND ADULT,13500,38000,-4,High school diploma (or equivalent),Yes,Yes,80,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
7047,8481,1994,64,IN THE US,BLACK,MALE,1991,Yes,4,40000,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,9,2,27,Yes,BOTH CHILD AND ADULT,40000,115000,-4,High school diploma (or equivalent),No,Yes,70,-4,-4,-4,-4,-4,3,47000,1: EMPLOYED,
7048,8482,1994,58,IN THE US,BLACK,FEMALE,1990,Yes,2,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,4,1,31,Yes,ADULT ONLY,-2,42000,No,Associate/Junior College (AA),No,No,40,0,-4,823,-4,-4,0,4050,1: EMPLOYED,
7049,8483,1994,60,IN THE US,BLACK,FEMALE,1980,Yes,3,-2,-3,3: SOUTH,2: 2  SEPARATED,25,1: URBAN,9,2,19,Yes,ADULT ONLY,-2,26000,-4,Associate/Junior College (AA),Yes,Yes,30,1203,-4,1203,-4,-4,1,9000,1: EMPLOYED,
7050,8484,1994,64,IN THE US,BLACK,FEMALE,1989,No,4,-2,-3,3: SOUTH,1: 1  MARRIED,5,1: URBAN,11,2,24,Yes,BOTH CHILD AND ADULT,5500,58000,No,Bachelor of Arts Degree (BA),No,Yes,62,2105,-4,2105,-4,8000,1,-3000,1: EMPLOYED,
7051,8485,1994,60,IN THE US,BLACK,MALE,No children yet,Yes,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,16,1: URBAN,12,0,No children yet,Yes,ADULT ONLY,-2,18000,-4,High school diploma (or equivalent),No,Yes,120,-4,-4,-4,-4,-4,3,200,1: EMPLOYED,
7052,8488,1994,61,IN THE US,BLACK,FEMALE,1979,Yes,6,75830,0: NOT IN POVERTY,2: NORTH CENTRAL,1: 1  MARRIED,0,1: URBAN,6,4,17,No,NEVER,44300,97645,Yes,Bachelor of Science (BS),No,No,50,401,-4,401,-4,4000,2,67000,1: EMPLOYED,
7053,8489,1994,62,IN THE US,BLACK,FEMALE,No children yet,Yes,2,36470,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,-5,4,0,No children yet,Yes,ADULT ONLY,0,50000,No,"Master's Degree (MA, MBA, MS, MSW)",Yes,Yes,-4,601,601,502,-4,200,0,21500,4: IN ACTIVE FORCES,
7054,8490,1994,60,IN THE US,BLACK,FEMALE,1983,Yes,4,27147,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,10,1: URBAN,8,2,22,Yes,ADULT ONLY,6000,19000,Yes,Associate/Junior College (AA),No,Yes,40,703,-4,703,-4,500,1,26429,1: EMPLOYED,
7055,8492,1994,59,IN THE US,BLACK,FEMALE,1974,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,2,15,Yes,ADULT ONLY,13000,19000,No,Associate/Junior College (AA),No,Yes,40,514,-4,1202,-4,-4,2,-1,1: EMPLOYED,
7056,8493,1994,57,IN THE US,BLACK,FEMALE,1979,Yes,3,31852,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,1,2,22,Yes,ADULT ONLY,28000,35000,-4,High school diploma (or equivalent),Yes,Yes,46,-4,-4,501,-4,-4,2,32600,1: EMPLOYED,
7057,8494,1994,60,IN THE US,BLACK,FEMALE,1982,Yes,4,34000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,2,21,Yes,ADULT ONLY,0,15000,-4,Bachelor of Science (BS),Yes,Yes,-4,-4,-4,2104,-4,70000,0,12000,3: OUT OF LABOR FORCE,
7058,8495,1994,57,IN THE US,BLACK,MALE,1977,Yes,4,18660,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,2,1: URBAN,4,2,19,Yes,ADULT ONLY,18000,20000,-4,High school diploma (or equivalent),Yes,Yes,40,-4,-4,-4,-4,-4,2,3667,1: EMPLOYED,
7059,8497,1994,61,IN THE US,BLACK,MALE,1983,Yes,5,25600,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,6,0,21,Yes,ADULT ONLY,16000,43000,-4,High school diploma (or equivalent),No,Yes,47,-4,-4,-4,-4,-4,2,3000,1: EMPLOYED,
7060,8498,1994,61,IN THE US,BLACK,MALE,1992,Yes,4,-2,-3,3: SOUTH,2: 2  SEPARATED,0,1: URBAN,17,0,30,Yes,BOTH CHILD AND ADULT,-2,59000,No,Associate/Junior College (AA),No,Yes,140,0,-4,0,-4,900,7,-5800,2: UNEMPLOYED,
7061,8499,1994,62,IN THE US,BLACK,MALE,1984,Yes,6,-2,-3,3: SOUTH,1: 1  MARRIED,0,-5,2,4,21,Yes,ADULT ONLY,0,21000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,17000,4: IN ACTIVE FORCES,
7062,8500,1994,64,IN THE US,BLACK,FEMALE,1982,No,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,5,2,18,Yes,ADULT ONLY,-2,27000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,-833,1: EMPLOYED,
7063,8501,1994,59,IN THE US,BLACK,MALE,No children yet,No,1,0,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,48,1: URBAN,5,0,No children yet,Yes,ADULT ONLY,0,38000,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,1,-1,2: UNEMPLOYED,
7064,8502,1994,61,IN THE US,BLACK,FEMALE,1977,Yes,4,-2,-3,3: SOUTH,2: 2  SEPARATED,37,1: URBAN,14,3,16,Yes,ADULT ONLY,-2,22000,-4,High school diploma (or equivalent),No,Yes,80,-4,-4,-4,-4,-4,4,3500,1: EMPLOYED,
7065,8503,1994,62,IN THE US,BLACK,FEMALE,1984,Yes,3,4236,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,10,1: URBAN,6,2,22,Yes,BOTH CHILD AND ADULT,0,43000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,1,0,3: OUT OF LABOR FORCE,
7066,8504,1994,63,IN THE US,BLACK,MALE,No children yet,Yes,1,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,10,0,No children yet,Yes,BOTH CHILD AND ADULT,-2,77000,-4,High school diploma (or equivalent),No,No,60,-4,-4,-4,-4,-4,2,3000,1: EMPLOYED,
7067,8505,1994,57,IN THE US,BLACK,FEMALE,1976,Yes,5,-2,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,1,3,18,No,NEVER,-2,16000,Yes,High school diploma (or equivalent),No,No,38,2208,-4,2208,-4,-5,2,18000,1: EMPLOYED,
7068,8506,1994,59,IN THE US,BLACK,MALE,-1,Yes,1,17000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,7,0,No children yet,Yes,ADULT ONLY,17000,42000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
7069,8507,1994,62,IN THE US,BLACK,MALE,1983,Yes,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,2,3,21,Yes,BOTH CHILD AND ADULT,11000,25000,No,None,No,Yes,40,-4,-4,-4,-4,-4,2,2900,1: EMPLOYED,
7070,8508,1994,59,IN THE US,BLACK,MALE,1978,No,1,0,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,52,1: URBAN,7,0,18,Yes,ADULT ONLY,0,5033,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,0,-40000,2: UNEMPLOYED,
7071,8509,1994,61,IN THE US,BLACK,MALE,1981,Yes,4,61060,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,2,2,19,Yes,BOTH CHILD AND ADULT,0,43000,-4,High school diploma (or equivalent),No,Yes,-4,4901,-4,4901,-4,-4,0,37500,2: UNEMPLOYED,
7072,8510,1994,64,IN THE US,BLACK,FEMALE,1978,No,5,9605,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,23,1: URBAN,7,4,14,Yes,BOTH CHILD AND ADULT,5000,18000,-4,High school diploma (or equivalent),No,Yes,64,-4,-4,-4,-4,-4,2,-4000,2: UNEMPLOYED,
7073,8512,1994,64,IN THE US,BLACK,FEMALE,1991,Yes,3,-1,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,14,1,27,Yes,ADULT ONLY,-1,80000,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,45,2005,-4,2005,-4,2500,2,105123,1: EMPLOYED,
7074,8513,1994,60,IN THE US,BLACK,FEMALE,1985,Yes,3,60100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,1,25,Yes,ADULT ONLY,25000,35000,No,High school diploma (or equivalent),No,Yes,40,2105,-4,2105,-4,-4,2,67000,1: EMPLOYED,
7075,8514,1994,58,IN THE US,BLACK,FEMALE,1982,Yes,4,50010,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,2,23,No,NEVER,32000,35000,No,High school diploma (or equivalent),No,No,40,514,-4,514,-4,-5,2,6000,1: EMPLOYED,
7076,8532,1994,62,IN THE US,BLACK,FEMALE,1982,Yes,7,42496,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,3,19,Yes,ADULT ONLY,17000,38000,No,High school diploma (or equivalent),No,Yes,120,514,-4,514,-4,-4,4,6550,1: EMPLOYED,
7077,8535,1994,60,IN THE US,BLACK,MALE,1983,Yes,1,14000,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,7,0,22,Yes,ADULT ONLY,14000,40000,-4,None,Yes,No,40,-4,-4,-4,-4,-4,2,12000,1: EMPLOYED,
7078,8536,1994,63,IN THE US,BLACK,MALE,1989,No,3,23170,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,14,1,25,Yes,CHILD ONLY,10000,26000,-4,High school diploma (or equivalent),No,Yes,140,-4,-4,909,-4,-4,2,12000,1: EMPLOYED,
7079,8537,1994,58,IN THE US,BLACK,FEMALE,No children yet,Yes,1,25000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,13,0,No children yet,Yes,ADULT ONLY,25000,60000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,40,803,-4,803,-4,2000,2,5000,1: EMPLOYED,
7080,8538,1994,57,IN THE US,BLACK,MALE,1978,No,1,4800,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,8,0,20,Yes,ADULT ONLY,0,10000,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,0,0,2: UNEMPLOYED,
7081,8539,1994,57,IN THE US,BLACK,FEMALE,1975,Yes,3,-2,-3,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,4,2,17,Yes,ADULT ONLY,2000,18000,-4,Bachelor of Science (BS),Yes,No,26,2209,-4,2209,-4,38000,1,-1000,1: EMPLOYED,
7082,8540,1994,58,IN THE US,BLACK,FEMALE,1977,Yes,4,20700,0: NOT IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,1: URBAN,7,3,19,Yes,ADULT ONLY,19700,50000,Yes,High school diploma (or equivalent),No,Yes,60,514,-4,514,-4,350,2,10800,1: EMPLOYED,
7083,8541,1994,59,IN THE US,BLACK,MALE,1987,No,1,14000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,14,0,28,Yes,ADULT ONLY,14000,67000,Yes,Associate/Junior College (AA),No,Yes,90,502,-4,502,-4,5000,2,0,1: EMPLOYED,
7084,8549,1994,61,IN THE US,BLACK,FEMALE,1979,No,3,3756,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,4,0: RURAL,15,2,18,Yes,ADULT ONLY,0,30000,No,High school diploma (or equivalent),Yes,Yes,40,1207,-4,1207,-4,-4,1,1400,1: EMPLOYED,
7085,8551,1994,63,IN THE US,BLACK,MALE,No children yet,Yes,3,76100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,-5,2,1,No children yet,Yes,BOTH CHILD AND ADULT,0,3000,Yes,Associate/Junior College (AA),Yes,Yes,-4,2207,-4,0,150,8000,0,20800,4: IN ACTIVE FORCES,
7086,8552,1994,64,IN THE US,BLACK,MALE,1990,Yes,2,17000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,7,1,25,Yes,BOTH CHILD AND ADULT,17000,42000,No,High school diploma (or equivalent),No,Yes,85,-4,-4,-4,-4,-5,2,6000,1: EMPLOYED,
7087,8553,1994,58,IN THE US,BLACK,FEMALE,1977,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,2,19,No,NEVER,40000,76000,Yes,Associate/Junior College (AA),No,No,48,2208,-4,2208,-4,7000,2,-21500,1: EMPLOYED,
7088,8557,1994,62,IN THE US,BLACK,FEMALE,1983,No,1,1000,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,30,1: URBAN,16,0,21,Yes,BOTH CHILD AND ADULT,1000,17000,-4,High school diploma (or equivalent),No,Yes,82,-4,-4,-4,-4,-4,1,0,1: EMPLOYED,
7089,8558,1994,62,IN THE US,BLACK,FEMALE,1984,Yes,4,52000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,2,22,Yes,BOTH CHILD AND ADULT,18000,40000,-4,High school diploma (or equivalent),No,No,92,-4,-4,-4,-4,-4,2,1000,1: EMPLOYED,
7090,8559,1994,61,IN THE US,BLACK,MALE,1985,Yes,3,30043,0: NOT IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,6,2,23,Yes,ADULT ONLY,30000,83000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,18200,1: EMPLOYED,
7091,8560,1994,64,IN THE US,BLACK,MALE,2000,Yes,2,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,7,0,35,No,NEVER,25000,85000,Yes,High school diploma (or equivalent),No,No,60,2105,-4,2105,-4,-4,2,15000,1: EMPLOYED,
7092,8561,1994,63,IN THE US,BLACK,FEMALE,1983,No,5,16619,1: IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,15,4,19,Yes,BOTH CHILD AND ADULT,8500,13000,-4,High school diploma (or equivalent),No,Yes,16,1499,-4,506,-4,9500,2,3100,3: OUT OF LABOR FORCE,
7093,8568,1994,62,IN THE US,BLACK,FEMALE,1985,Yes,2,28120,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,13,0: RURAL,12,1,22,Yes,BOTH CHILD AND ADULT,23000,34000,Yes,High school diploma (or equivalent),No,Yes,84,502,-4,502,-4,-4,3,49500,1: EMPLOYED,
7094,8569,1994,64,IN THE US,BLACK,MALE,1989,Yes,1,23000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,13,0,25,Yes,BOTH CHILD AND ADULT,23000,29000,-4,High school diploma (or equivalent),Yes,Yes,48,-4,-4,-4,-4,-4,3,37600,1: EMPLOYED,
7095,8570,1994,63,IN THE US,BLACK,FEMALE,1983,Yes,5,18800,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,10,0: RURAL,8,3,19,Yes,ADULT ONLY,800,6000,-4,High school diploma (or equivalent),No,Yes,60,-4,-4,-4,-4,-4,1,-2000,3: OUT OF LABOR FORCE,
7096,8573,1994,58,IN THE US,BLACK,MALE,No children yet,Yes,1,40000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,16,0: RURAL,16,0,No children yet,Yes,ADULT ONLY,40000,41000,-4,None,No,Yes,90,-4,-4,-4,-4,-4,1,300,1: EMPLOYED,
7097,8574,1994,59,IN THE US,BLACK,MALE,1983,No,3,14000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,13,0: RURAL,26,1,23,Yes,ADULT ONLY,14000,265933,No,None,Yes,No,120,-4,-4,-4,-4,-4,3,625,1: EMPLOYED,
7098,8575,1994,62,IN THE US,BLACK,MALE,1990,Yes,2,17800,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,7,1,27,Yes,BOTH CHILD AND ADULT,17800,32000,-4,High school diploma (or equivalent),Yes,Yes,40,-4,-4,-4,-4,-4,2,7500,1: EMPLOYED,
7099,8576,1994,64,IN THE US,BLACK,MALE,1984,Yes,4,2276,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,28,3,20,Yes,BOTH CHILD AND ADULT,2200,46000,-4,None,No,Yes,83,-4,-4,-4,-4,-4,4,-1831,1: EMPLOYED,
7100,8577,1994,60,IN THE US,BLACK,MALE,1978,No,4,-2,-3,3: SOUTH,3: 3  DIVORCED,10,0: RURAL,16,0,17,Yes,ADULT ONLY,10000,46000,-4,High school diploma (or equivalent),Yes,Yes,56,-4,-4,-4,-4,-4,1,-7000,3: OUT OF LABOR FORCE,
7101,8578,1994,62,IN THE US,BLACK,FEMALE,No children yet,No,2,14500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,7,0,No children yet,Yes,ADULT ONLY,7500,25000,-4,None,No,Yes,8,-4,-4,-4,-4,-4,1,6000,1: EMPLOYED,
7102,8579,1994,57,IN THE US,BLACK,FEMALE,1976,Yes,5,-2,-3,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,5,4,18,Yes,ADULT ONLY,0,18850,-4,High school diploma (or equivalent),No,Yes,50,-4,-4,9996,-4,-4,1,0,1: EMPLOYED,
7103,8580,1994,58,IN THE US,BLACK,FEMALE,1975,Yes,3,2070,1: IN POVERTY,3: SOUTH,2: 2  SEPARATED,3,0: RURAL,15,2,16,Yes,ADULT ONLY,1800,27000,-4,High school diploma (or equivalent),No,Yes,120,-4,-4,-4,-4,-4,2,5500,1: EMPLOYED,
7104,8581,1994,59,IN THE US,BLACK,MALE,1983,Yes,1,11000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,17,0,23,Yes,ADULT ONLY,11000,18000,-4,High school diploma (or equivalent),Yes,No,113,-4,-4,-4,-4,-5,3,250,1: EMPLOYED,
7105,8582,1994,63,IN THE US,BLACK,MALE,1982,Yes,3,26000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,12,2,18,Yes,CHILD ONLY,26000,53000,-4,High school diploma (or equivalent),No,Yes,48,-4,-4,4901,-4,-4,2,2509,1: EMPLOYED,
7106,8583,1994,59,IN THE US,BLACK,FEMALE,1976,Yes,4,35767,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,14,2,16,Yes,ADULT ONLY,9000,27000,No,High school diploma (or equivalent),Yes,Yes,55,501,-4,501,-4,300,3,42400,1: EMPLOYED,
7107,8584,1994,60,IN THE US,BLACK,MALE,No children yet,No,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,9,0,No children yet,Yes,ADULT ONLY,0,16000,No,-5,No,Yes,-4,-4,-4,-4,-4,-5,0,-1,3: OUT OF LABOR FORCE,
7108,8586,1994,58,IN THE US,BLACK,MALE,No children yet,Yes,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,3,0,No children yet,Yes,ADULT ONLY,23000,32000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,10700,1: EMPLOYED,
7109,8587,1994,60,IN THE US,BLACK,MALE,1992,Yes,1,26000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,9,0,31,Yes,ADULT ONLY,26000,26000,-4,High school diploma (or equivalent),No,No,8,-4,-4,-4,-4,-4,2,5100,1: EMPLOYED,
7110,8588,1994,62,IN THE US,BLACK,MALE,1983,Yes,5,63250,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,3,20,Yes,ADULT ONLY,33000,67000,Yes,High school diploma (or equivalent),No,No,42,2207,-4,2207,-4,2000,2,51000,1: EMPLOYED,
7111,8596,1994,64,IN THE US,BLACK,MALE,1981,Yes,2,-2,-3,3: SOUTH,1: 1  MARRIED,2,0: RURAL,13,0,16,Yes,BOTH CHILD AND ADULT,15000,15000,-4,-5,No,Yes,48,-4,-4,-4,-4,-5,3,-1,2: UNEMPLOYED,
7112,8597,1994,58,IN THE US,BLACK,MALE,1978,No,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,11,0: RURAL,10,0,20,Yes,ADULT ONLY,4800,23000,-4,None,No,Yes,40,-4,-4,-4,-4,-4,1,0,1: EMPLOYED,
7113,8598,1994,57,IN THE US,BLACK,FEMALE,1974,Yes,6,22152,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,0,5,17,Yes,ADULT ONLY,0,12500,-4,None,No,Yes,-4,-4,-4,-4,-4,-4,0,0,3: OUT OF LABOR FORCE,
7114,8599,1994,64,IN THE US,BLACK,MALE,No children yet,Yes,2,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,8,0,No children yet,Yes,BOTH CHILD AND ADULT,25700,37500,Yes,None,No,Yes,50,835,-4,835,-4,1800,3,310,3: OUT OF LABOR FORCE,
7115,8600,1994,61,IN THE US,BLACK,FEMALE,1978,No,4,20000,0: NOT IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,3,2,17,Yes,ADULT ONLY,20000,23000,-4,None,No,Yes,40,-4,-4,-4,-4,-4,1,-333,1: EMPLOYED,
7116,8601,1994,63,IN THE US,BLACK,FEMALE,1986,Yes,3,32560,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,7,2,22,Yes,BOTH CHILD AND ADULT,31000,73000,-4,High school diploma (or equivalent),Yes,Yes,40,-4,-4,-4,-4,-5,2,-4888,1: EMPLOYED,
7117,8602,1994,60,IN THE US,BLACK,MALE,1982,Yes,4,51000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,2,21,Yes,ADULT ONLY,24000,45000,-4,High school diploma (or equivalent),Yes,Yes,37,-4,-4,-4,-4,-4,2,-12390,1: EMPLOYED,
7118,8603,1994,64,IN THE US,BLACK,FEMALE,No children yet,Yes,2,59500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,0,No children yet,Yes,BOTH CHILD AND ADULT,20500,27000,No,High school diploma (or equivalent),No,Yes,40,4901,-4,4901,-4,-5,2,107000,1: EMPLOYED,
7119,8604,1994,63,IN THE US,BLACK,MALE,1996,Yes,2,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,10,0,32,No,NEVER,34000,72000,-4,High school diploma (or equivalent),No,No,52,-4,-4,506,-4,-4,2,65100,1: EMPLOYED,
7120,8605,1994,63,IN THE US,BLACK,FEMALE,No children yet,No,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,4,0,No children yet,Yes,ADULT ONLY,7000,23400,-4,High school diploma (or equivalent),No,Yes,32,-4,-4,-4,-4,-4,2,0,1: EMPLOYED,
7121,8608,1994,63,IN THE US,BLACK,FEMALE,No children yet,Yes,5,5211,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,42,0: RURAL,7,1,No children yet,Yes,BOTH CHILD AND ADULT,0,21000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,0,500,2: UNEMPLOYED,
7122,8609,1994,57,IN THE US,BLACK,MALE,1980,No,5,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,12,1,23,Yes,ADULT ONLY,23000,39000,-4,High school diploma (or equivalent),No,Yes,105,-4,-4,-4,-4,-4,4,0,1: EMPLOYED,
7123,8612,1994,60,IN THE US,BLACK,FEMALE,1986,Yes,5,55158,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,9,2,25,No,NEVER,10000,40000,No,High school diploma (or equivalent),No,No,65,514,-4,514,-4,-4,4,-7800,1: EMPLOYED,
7124,8613,1994,57,IN THE US,BLACK,FEMALE,1976,Yes,2,35300,0: NOT IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,11,1,19,Yes,ADULT ONLY,27500,80000,No,High school diploma (or equivalent),Yes,No,40,0,-4,0,-4,-4,2,10500,1: EMPLOYED,
7125,8614,1994,60,IN THE US,HISPANIC,FEMALE,1981,Yes,3,2483,1: IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,1: URBAN,21,2,20,Yes,ADULT ONLY,2483,20000,-4,High school diploma (or equivalent),Yes,Yes,25,-3,-4,-3,-4,-5,2,13000,1: EMPLOYED,
7126,8615,1994,59,IN THE US,BLACK,FEMALE,1976,Yes,5,9597,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,2,1: URBAN,6,4,17,Yes,ADULT ONLY,4000,35000,-4,High school diploma (or equivalent),Yes,Yes,25,-4,-4,-4,-4,-4,2,4000,1: EMPLOYED,
7127,8616,1994,63,IN THE US,BLACK,MALE,1991,Yes,4,51200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,2,27,Yes,ADULT ONLY,29200,58000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,40,1005,-4,1005,-4,19000,2,9500,1: EMPLOYED,
7128,8617,1994,63,IN THE US,BLACK,MALE,1988,No,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,6,0,24,Yes,BOTH CHILD AND ADULT,0,130000,-4,High school diploma (or equivalent),No,Yes,80,-4,-4,-4,-4,-5,2,83000,1: EMPLOYED,
7129,8618,1994,58,IN THE US,BLACK,FEMALE,1976,Yes,5,34920,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,3,3,17,Yes,ADULT ONLY,11000,26000,No,High school diploma (or equivalent),No,Yes,32,514,-4,514,-4,-4,2,2300,1: EMPLOYED,
7130,8619,1994,60,IN THE US,BLACK,FEMALE,1985,Yes,2,26400,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,4,1,25,No,NEVER,23000,43000,Yes,Bachelor of Science (BS),No,Yes,43,2104,-4,-3,-4,3000,2,200,1: EMPLOYED,
